title,authors,affiliations,citedby,publisher,Year
Recent advances and analytical perspectives in MXene-based electrochemical miniaturized sensors for environmental analysis and monitoring,Pengsomjit U.,Chulalongkorn University (Thailand),1,Elsevier Inc.,2024
Corrigendum to “Optimal design of on-site PV-based battery grid-tied green hydrogen production system” [Energ. Convers. Manage. 307 (2024) 118378](S0196890424003194)(10.1016/j.enconman.2024.118378),Lawan Bukar A.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Peridynamic formulations for planar arbitrarily curved beams with Euler-Bernoulli beam model,Aung Z.Y.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
"Streptomyces odontomachi sp. nov., a novel actinobacterium with antimicrobial potential isolated from ants (Odontomachus simillimus Smith, 1858)",Tunvongvinis T.,Chulalongkorn University (Thailand),0,Springer Nature,2024
Mind over matter: The impact of mental health on energy poverty,Yang L.,Inner Mongolia Medical University (China),1,Elsevier Ltd,2024
Guidance on the assessment of biocompatibility of biomaterials: Fundamentals and testing considerations,Rosa V.,Faculty of Dentistry (Singapore); National University of Singapore (Singapore),0,Elsevier Inc.,2024
Ultrasonographic measurement of the prostatic dimension-to-aortic luminal diameter in healthy intact male dogs and dogs with benign prostatic hyperplasia,Ponglowhapan S.,Chulalongkorn University (Thailand),0,John Wiley and Sons Inc,2024
Immune activation and immune-associated neurotoxicity in Long-COVID: A systematic review and meta-analysis of 103 studies comprising 58 cytokines/chemokines/growth factors,Almulla A.F.,"Chinese Academy of Medical Sciences &amp; Peking Union Medical College (China); The Islamic University, Najaf (Iraq); University of Electronic Science and Technology of China (China); Faculty of Medicine, Chulalongkorn University (Thailand)",2,Academic Press Inc.,2024
Post-Diagnosis HCV RNA Testing Rates Prior to HCV Treatment Among People Living With HIV With HCV Antibody Positivity in the Asia-Pacific Region,Rupasinghe D.,The Kirby Institute (Australia),0,John Wiley and Sons Inc,2024
Development of new calibrating material for luminescence spectrometer from Eu<sup>3+</sup> doped aluminum sodium calcium borate glass,Jarucha N.,Nakhon Pathom Rajabhat University (Thailand),0,Elsevier Ltd,2024
Variations of the abductor pollicis longus tendon and its insertion in the Thai population: Cadaveric study with clinical relevance,Chentanez V.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Elsevier GmbH,2024
Sensitivity analysis of a dense discrete phase model for 3D simulations of a Tapered fluidized bed,Adnan M.,National University of Sciences and Technology (Pakistan); Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
In vitro and in silico studies of the inclusion complexation of 8-bromobaicalein with β-cyclodextrins,Yasuda N.,Chulalongkorn University (Thailand),0,Elsevier Inc.,2024
Fast magnetic-responsive shape memory composites from bio-based benzoxazine/polyglycerol polyglycidyl ether copolymers highly filled with iron oxide nanoparticles,Phetnoi N.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Surface engineering of carbon nanotube-carbon fiber networks for enhanced strength in additive manufacturing of nylon composites,Gackowski B.M.,"School of Mechanical and Aerospace Engineering (Singapore); A-Star, Institute of Materials Research and Engineering (Singapore)",3,Elsevier Ltd,2024
Transformations of solution semantics of interval linear equations system,Thipwiwatpotjana P.,Chulalongkorn University (Thailand),0,Elsevier Inc.,2024
Leukocytoclastic vasculitis as a presenting symptom of immunotactoid glomerulopathy,Udomkarnjananun S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,John Wiley and Sons Inc,2024
Incidence and Remission of Post‐Surgical Cystoid Macular Edema Following Cataract Surgery in Eyes With Intraocular Inflammation,Gangaputra S.,Vanderbilt Eye Institute (United States),1,Elsevier Inc.,2024
Peptide nucleic acid probe-assisted paper-based electrochemical biosensor for multiplexed detection of respiratory viruses,Lomae A.,Metallurgy and Materials Research Institute Chulalongkorn University (Thailand),1,Elsevier B.V.,2024
"Small Particles, Big Potential: Polymeric Nanoparticles for Drug Delivery in Parkinson's Disease",Virameteekul S.,"Reta Lila Weston Institute of Neurological Studies (United Kingdom); King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,John Wiley and Sons Inc,2024
"Health Utility Values Among Patients With Diabetic Retinopathy, Wet Age-Related Macular Degeneration, and Cataract in Thailand: A Multicenter Survey Using Time Trade-Off, EQ-5D-5L, and Health Utility Index 3",Pongsachareonnont P.F.,"Queen’s University (Canada); Faculty of Medicine, Chulalongkorn University (Thailand)",0,Elsevier Inc.,2024
Ideal performance assessment of non-recirculating anaerobic fluidized bed reactors treating low to high strength organic loads with low retention time,Ouppatampanon T.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Impact of ionic strength on goethite colloids co-transported with arsenite (As<sup>3+</sup>) through a saturated sand column under anoxic condition: Experiment and mathematical modeling,Boonkaewwan S.,Chulalongkorn University (Thailand),0,Academic Press Inc.,2024
"Description of Streptomyces siderophoricus sp. nov., a promising nocardamine-producing species isolated from the rhizosphere soil of Mangifera indica",Duangupama T.,King Mongkut's Institute of Technology Ladkrabang (Thailand),0,Springer Nature,2024
Comparative post-therapeutic dosimetry between 2D planar-based and hybrid-based methods for personalized Lu-177 treatment,Handayani W.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Springer,2024
Automatic classification and grading of canine tracheal collapse on thoracic radiographs by using deep learning,Suksangvoravong H.,Chulalongkorn University (Thailand),0,John Wiley and Sons Inc,2024
Enhancing scanning accuracy of digital implant scans: A systematic review on application methods of scan bodies,Wan Q.,Seoul National University School of Dentistry (South Korea),0,Elsevier Inc.,2024
Liquefied dimethyl ether as alternative extraction solvent for high γ-oryzanol rice bran oil: Systematic HSP theory and experimental evaluation,Daisuk P.,Chulalongkorn University (Thailand),0,KeAi Communications Co.,2024
Sport management education redesign after COVID-19: A case of Thailand,Chutiphongdech T.,Chulalongkorn University (Thailand),1,Elsevier Ltd,2024
Cognitive Intelligent Decisions for Big Data and Cloud Computing in Industrial Applications using Trifold Algorithms,Selvarajan S.,Leeds Beckett University (United Kingdom),0,Springer,2024
Rose stem cell-derived exosomes for hair regeneration enhancement via noninvasive electroporation in androgenetic alopecia,Lueangarun S.,Dhurakij Pundit University (Thailand); DeMed Clinic Center (Thailand),1,John Wiley and Sons Inc,2024
International consensus on the management of large (≥20 mm) colorectal laterally spreading tumors: World Endoscopy Organization Delphi study,Djinbachian R.,Centre Hospitalier de L'Université de Montréal (Canada),0,John Wiley and Sons Inc,2024
Toughened Poly(3-hydroxybutyrate-co-3-hydroxyvalerate)/Epoxidized Natural Rubber Blends Fabricated by Dynamic Vulcanization and Interfacial Compatibilization,Tomano N.,Chulalongkorn University (Thailand),2,Springer,2024
Effects of spironolactone on skin biophysical properties in women with acne treated with oral spironolactone,Kiratikanon S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,John Wiley and Sons Inc,2024
Low resistance bisphenol-A based polybenzoxazine derived laser-induced graphene (LIG) and its microsupercapacitor application,Luengrojanakul P.,Chulalongkorn University (Thailand),2,Elsevier Ltd,2024
Enhancing functional properties of active chitosan film incorporated with cinnamon oil nanoemulsion using argon dielectric barrier discharge cold plasma treatment,Kongboonkird M.,Chulalongkorn University (Thailand),2,Elsevier B.V.,2024
Corporate sustainability and biodiversity reporting: A proactive business strategy to mitigate litigation and reputational risks,Treepongkaruna S.,"The UWA Business School (Australia); Sasin School of Management, Bangkok (Thailand)",2,John Wiley and Sons Ltd,2024
As-Needed Pilocarpine for Radiation-Induced Xerostomia in Head and Neck Cancers,Watanapokasin N.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,John Wiley and Sons Inc,2024
Strategic responses to hostile takeover threats: Empirical evidence on enhancing corporate social engagement,Treepongkaruna S.,"The UWA Business School (Australia); Sasin School of Management, Bangkok (Thailand)",0,John Wiley and Sons Ltd,2024
Are there cross-cultural differences in the transformation of motivation process in close relationships?,Chen P.H.,The University of Texas at Austin (United States),0,SAGE Publications Ltd,2024
Classical orthogonal decomposition of a modular sl<inf>n</inf>,Meemark Y.,Chulalongkorn University (Thailand),1,Elsevier B.V.,2024
"Corporate governance, social responsibility and sustainability commitments by banks: Impacts on credit risk and performance",Ngamvilaikorn K.,"Kasetsart University, Chalermphrakiat Sakon Nakhon Province Campus (Thailand)",1,John Wiley and Sons Ltd,2024
What was first and what is next in selecting device-aided therapy in Parkinson’s disease? Balancing evidence and experience,Phokaewvarangkul O.,King Chulalongkorn Memorial Hospital (Thailand),1,Springer,2024
Ultrastructure expansion microscopy (U-ExM) of mouse and human kidneys for analysis of subcellular structures,Langner E.,Washington University School of Medicine in St. Louis (United States),0,John Wiley and Sons Inc,2024
Continuing Professional Development (CPD) and Vocational Education and Training (VET) in Periodontology and Implant Dentistry,Meyle J.,University of Bern (Switzerland); Justus-Liebig-Universität Gießen (Germany),2,John Wiley and Sons Inc,2024
"Correction to: A blockchain-based privacy-preserving and access-control framework for electronic health records management(Multimedia Tools and Applications, 10.1007/s11042-024-18827-3)",Jakhar A.K.,"Jaypee University of Information Technology, Solan (India)",1,Springer,2024
A blockchain-based privacy-preserving and access-control framework for electronic health records management,Jakhar A.K.,"Jaypee University of Information Technology, Solan (India)",5,Springer,2024
Greener Approach Supported Nitrogen-Infused Carbon Dots for Biocompatible Cellular Markers and Fluorescent Ink Based Spray-Assisted Fingerprint Analysis,Ramasubburayan R.,Saveetha Dental College And Hospitals (India),1,Springer Science and Business Media B.V.,2024
The tunnel infection in PD: Up in the air,Rakpithayanon C.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,SAGE Publications Inc.,2024
The development of formative assessment rubrics for enhancing students’ performance on Thai percussion instruments,Thepsathit P.,Chulalongkorn University (Thailand),0,SAGE Publications Ltd,2024
Capability of single and double elements doped perovskite oxide catalysts in 5-hydroxymethyl furfural oxidation,Soisuwan S.,Burapha University (Thailand),2,Springer Science and Business Media Deutschland GmbH,2024
Carbonized biomass as an immobilization carrier in acetone-butanol-ethanol (ABE) fermentation by Clostridium beijerinckii JCM 8026,Sae-hun S.,Chulalongkorn University (Thailand),0,Springer Science and Business Media Deutschland GmbH,2024
Biological approaches of reduced graphene oxide (rGO) nanosheets using Pleurotus sajor caju extract and its in vitro pharmaceutical applications,Manimaran K.,"SSN College of Engineering, Kalavakkam (India)",3,Springer Science and Business Media Deutschland GmbH,2024
"The Study on Annealing Temperature and Rolling Speed Effects in Relation with Microstructure, Mechanical Properties and Surface Quality of Hot Rolled S450J0 Steel",Aroonthin C.,Map Ta Phut Plant (Thailand),0,"Chulalongkorn University, Faculty of Fine and Applied Arts",2024
Human-like Trajectory Planning for Autonomous Vehicles Using Flexible Virtual Reference Points in Car Overtaking Motorcycle Scenarios,Sitthiracha S.,King Mongkut's University of Technology North Bangkok (Thailand),0,"Chulalongkorn University, Faculty of Fine and Applied Arts",2024
Silver Nanoparticles/Skim Natural Rubber/Bacterial Cellulose Biopolymer Film,Meemai P.,Chulalongkorn University (Thailand),0,"Chulalongkorn University, Faculty of Fine and Applied Arts",2024
J is for jombi: The social concerns of Korean zombies,Ancuta K.,Chulalongkorn University (Thailand),0,Bloomsbury Publishing Plc.,2024
The role of sodium in the electrochemical tuning of Li<inf>2</inf>TiSiO<inf>5</inf> anodes across ceramic and glass phases,Khejonrak A.,Synchrotron Light Research Institute (Public Organization) (Thailand),0,Elsevier Ltd,2024
Effect of functional groups in strawberry flavoring on pea protein-flavor interactions: Potential applicable in flavor formulation for plant-based protein aqueous foods,Wongprasert T.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Polyprenylated Benzoylphloroglucinols Isolated from Garcinia Species and Their Cytotoxic Effects on Cancer Cell Lines,Sukandar E.R.,King Mongkut's University of Technology North Bangkok (Thailand); Institut Teknologi Bandung (Indonesia),0,American Chemical Society,2024
"A comprehensive review and perspective of recent research developments, and accomplishments on structural-based catalysts; 1D, 2D, and 3D nanostructured electrocatalysts for hydrogen energy production",Kumar P.,Chulalongkorn University (Thailand),2,Elsevier Ltd,2024
"In vitro and in vivo studies of the therapeutic potential of Tinospora crispa extracts in osteoarthritis: Targeting oxidation, inflammation, and chondroprotection",Llamasares-Castillo A.,"University of Santo Tomas, Manila (Philippines)",0,Elsevier Ireland Ltd,2024
"Fill, Fold, Photo: Preconcentration and Multiplex Detection of Trace Level Heavy Metals in Water",Aryal P.,Colorado State University (United States),2,American Chemical Society,2024
Impact of charging time and vehicle range on ridesharing service: case study of Chulalongkorn University,Khatsri P.,Chulalongkorn University (Thailand),0,American Institute of Physics,2024
Pre-Corrosion of Zinc Metal Anodes for Enhanced Stability and Kinetics,Cao J.,Yanshan University (China); China Three Gorges University (China),3,John Wiley and Sons Inc,2024
Preinserted Ammonium in MnO<inf>2</inf> to Enhance Charge Storage in Dimethyl Sulfoxide Based Zinc-Ion Batteries,Kao-Ian W.,Chulalongkorn University (Thailand),3,American Chemical Society,2024
Reactive Depolymerization of Polyethylene Terephthalate Textiles into Metal-Organic Framework Intermediates Produces Additive-Free Monomers,Nason A.K.,Cornell University College of Engineering (United States),0,American Chemical Society,2024
Selective photocatalytic C-C coupling of benzyl alcohol into hydrobenzoin using Pt-deposited CdS nanosheets passivated with cysteamine,Lu P.,Korea Advanced Institute of Science and Technology (South Korea),0,Royal Society of Chemistry,2024
Carboxymethyl cellulose-stabilized calcium phosphate particles for injectable hydrogel-based bone tissue engineering,Srisura P.,Chulalongkorn University (Thailand),0,Royal Society of Chemistry,2024
Construction of Ni−Re Supported on Hydrotalcite-Derived MgAl Catalysts for Promoting the Ring Hydrogenation of Furfural into Tetrahydrofurfuryl Alcohol in Water,Kittisabhorn A.,Mahidol University (Thailand),0,John Wiley and Sons Inc,2024
MBenes: Powering the future of energy storage and electrocatalysis,Seetharaman A.,Saveetha School of Engineering (India),0,Elsevier Ltd,2024
Open dumping site as a point source of microplastics and plastic additives: A case study in Thailand,Yamahara S.,Kumamoto University (Japan),1,Elsevier B.V.,2024
Search for the Z Boson Decay to ττμμ in Proton-Proton Collisions at sqrt[s]=13  TeV,Hayrapetyan A.,Yerevan Physics Institute (Armenia),0,No Publisher,2024
Interfacial charge transfer modulation in laser-synthesized catalysts for efficient oxygen evolution,Lee D.H.,Gyeongsang National University (South Korea),1,Royal Society of Chemistry,2024
"Design, Synthesis, and Biological Evaluation of Darunavir Analogs as HIV-1 Protease Inhibitors",Ur Rehman M.A.,Chulalongkorn University (Thailand),0,American Chemical Society,2024
Customer service experience for a smart automated coffee vending machine,Fakfare P.,Bangkok University (Thailand),3,Emerald Publishing,2024
SPT clusters with des and HST weak lensing. II. Cosmological constraints from the abundance of massive halos,Bocquet S.,Ludwig-Maximilians-Universität München (Germany),3,American Physical Society,2024
SPT clusters with des and HST weak lensing. I. Cluster lensing and Bayesian population modeling of multiwavelength cluster datasets,Bocquet S.,Ludwig-Maximilians-Universität München (Germany),4,American Physical Society,2024
"Synthesis, Properties, and Techno-economic Analysis of Highly Stable Biotransformer Oil Derived from Transesterification of Palm Oil Methyl Esters and Ditrimethylolpropane",Sornvoralop R.,Chulalongkorn University (Thailand),0,American Chemical Society,2024
"Nanoporous Carbon-Supported Bimetallic (Ni, Cu, and Fe)-Mo Catalysts for Partial Hydrogenation of Biodiesel",Jaruwat D.,Chulalongkorn University (Thailand),0,American Chemical Society,2024
Impact of different lighting conditions on the tooth-shade selection using intra-oral scanners: An in-vitro study,Nantanapiboon D.,Chulalongkorn University (Thailand); Universität Zürich (Switzerland),0,Elsevier Ltd,2024
Colorimetric sensing of fatty acids in organic solvents using polydiacetylene-based nanocomposites,Kaewnukulkit N.,"Faculty of Science, Mahidol University (Thailand)",0,Elsevier Ltd,2024
Twice-Daily Dolutegravir-Based Antiretroviral Therapy with 1 Month of Daily Rifapentine and Isoniazid for Tuberculosis Prevention,Podany A.T.,College of Pharmacy (United States),0,Oxford University Press,2024
Effects of diphenhydramine on crayfish cytochrome P450 activity and antioxidant defence mechanisms: First evidence of CYP2C- and CYP3A-like activity in marbled crayfish,Thammatorn W.,Ludwig-Maximilians-Universität München (Germany); Chulalongkorn University (Thailand); Jihočeská Univerzita v Českých Budějovicích (Czech Republic),0,Academic Press,2024
Comprehensive two-dimensional gas chromatography using a miniaturized multiloop splitter-based non-cryogenic artificial trapping (M-SNAT) modulation device for analysis of cannabis samples,Tungkijanansin N.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Magnetically controlled transdermal delivery of gemcitabine via xanthan gum-coated magnetic nanoparticles embedded in gellan gum cryogel,Maniwongwichit N.,Chulalongkorn University (Thailand),1,Elsevier Ltd,2024
A three-step “ping-pong” mechanism of a GH20 β-N-acetylglucosaminidase from Vibrio campbellii belonging to a major Clade A-I of the phylogenetic tree of the enzyme superfamily,Zhou Y.,Vidyasirimedhi Institute of Science and Technology (Thailand),0,Elsevier B.V.,2024
Dual-mode electrochemical/colorimetric capillary-driven microfluidic device for simultaneous determination of Δ⁹-tetrahydrocannabinol and cannabidiol in cannabis flower,Pholsiri T.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Unveiling Allium sativum Phytocompounds as New Antileptospiral Agents via a Structural-Based Virtual Screening Approach,Verma K.,Chulalongkorn University (Thailand); National Institute of Malaria Research India (India),0,John Wiley and Sons Inc,2024
Rapid fabrication of Ni supported MgO-ZrO<inf>2</inf> catalysts via solution combustion synthesis for steam reforming of methane for hydrogen production,Sintuya P.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Effects of chain extender types and contents on the properties of modified recycled polyethylene terephthalate,Ongthip L.,Chulalongkorn University (Thailand),0,John Wiley and Sons Inc,2024
Extraction of Lead Ions and Partitioning Behavior in Aqueous Biphasic Systems Based on Polyethylene Glycol and Different Salts,Aunnankat K.,Silpakorn University (Thailand),0,American Chemical Society,2024
Chemical induces microstructural transformation of pulp fibre to colloidal cellulose for sustainable plant protection,Phengdaam A.,Prince of Songkla University (Thailand),0,Royal Society of Chemistry,2024
Exploring the Electrochemical Superiority of V<inf>2</inf>O<inf>5</inf>/TiO<inf>2</inf>@Ti<inf>3</inf>C<inf>2</inf>-MXene Hybrid Nanostructures for Enhanced Lithium-Ion Battery Performance,Myint W.,Metallurgy and Materials Research Institute Chulalongkorn University (Thailand),0,American Chemical Society,2024
Advancements in effervescent-assisted dispersive micro-solid phase extraction for the analysis of emerging pollutants,Hashim N.M.,Institut Perubatan &amp; Pergigian Termaju (Malaysia),2,Elsevier B.V.,2024
Promoting fast potassium storage in CoSe<inf>2</inf>/VSe<inf>2</inf> non-layered/layered heterostructured nanofibers,Xiao S.,Chongqing Medical University (China); University of Electronic Science and Technology of China (China),0,Royal Society of Chemistry,2024
Innovative pH-buffering strategies for enhanced cycling stability in zinc-iodine flow batteries,Tangthuam P.,Chulalongkorn University (Thailand),0,Royal Society of Chemistry,2024
Crystallinity Reconstruction of Squid-Pen Chitosan into Mechanically Robust and Multifunctional Bionanocomposite Food Packaging Film,Pinpru N.,Thailand National Nanotechnology Center (Thailand),0,American Chemical Society,2024
Fabrication of biphasic scaffold composed of bioceramic-loaded and water-based photosensitive resins through vat photopolymerization,Sungkhaphan P.,Thailand National Science and Technology Development Agency (Thailand),0,John Wiley and Sons Inc,2024
Observation of Enhanced Long-Range Elliptic Anisotropies Inside High-Multiplicity Jets in pp Collisions at √s = 13 TeV,Hayrapetyan A.,Yerevan Physics Institute (Armenia),1,American Physical Society,2024
Exploring the Characteristics of Time Series Data Affecting Forecasting Errors Using LSTM,Kaewwhangsakul L.,Chulalongkorn University (Thailand),0,Association for Computing Machinery,2024
Design of a Chatbot with Artificial Intelligence System-Assisted Drug Allergy Diagnosis,Sangiamrat P.,Chulalongkorn University (Thailand),0,Association for Computing Machinery,2024
Deep Learning Empowered Water Quality Assessment: Leveraging IoT Sensor Data with LSTM Models and Interpretability Techniques,Achuthankutty S.,Chulalongkorn University (Thailand),1,Prof.Dr. İskender AKKURT,2024
"Daidzein, but not genistein, has anxiolytic-liked effect on intact male Wistar rats",Kalandakanond-Thongsong S.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Search for production of a single vectorlike quark decaying to tH or tZ in the all-hadronic final state in pp collisions at [Formula presented],Hayrapetyan A.,Yerevan Physics Institute (Armenia),0,American Physical Society,2024
"A Network Meta-Analysis Comparing the Efficacy and Safety of Pedicle Screw Placement Techniques Using Intraoperative Conventional, Navigation, Robot-Assisted, and Augmented Reality Guiding Systems",Riewruja K.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,ISASS,2024
Determining Factors Influencing The Successful Embryo Transfer and Pregnancy during The Frozen Cycle of In Vitro Fertilization: A Retrospective Cohort Study,Suebthawinkul C.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Royan Institute (ACECR),2024
An Explainable Deep Learning Approach for Classifying Monkeypox Disease by Leveraging Skin Lesion Image Data,Maseleno A.,Chulalongkorn University (Thailand),0,Ital Publication,2024
Entrepreneurs' contribution to community happiness capital from community-based tourism: A causal relationship model study,Ninaroon P.,Suan Sunandha Rajabhat University (Thailand),0,Institute of Advanced Science Extension (IASE),2024
Physicochemical and functional characteristics of egg white powder as affected by pre-treatment and drying methods,Herawati E.R.N.,Badan Riset dan Inovasi Nasional (Indonesia); Universitas Gadjah Mada (Indonesia),0,Rynnye Lyan Resources,2024
Phytoremediation potential of sunn hemp for carbaryl-contaminated soil,Sooksawat N.,Rajamangala University of Technology Tawan-ok (Thailand),0,Science Society of Thailand under Royal Patronage,2024
Human DNA profiles from mosquito blood meal for forensic application in tropical country,Suwannakart P.,Chulalongkorn University (Thailand),0,Science Society of Thailand under Royal Patronage,2024
Measurement of the Bs0→J/ψKS0 effective lifetime from proton-proton collisions at s = 13 TeV,Hayrapetyan A.,Yerevan Physics Institute (Armenia),0,Springer Science and Business Media Deutschland GmbH,2024
"Effects of diluted seawater in drinking water on physiological responses, feeding, drinking patterns, and water balance in crossbred dairy goats",Nguyen T.,Can Tho University (Viet Nam),0,Veterinary World,2024
Measurement of differential ZZ + jets production cross sections in pp collisions at s = 13 TeV,Hayrapetyan A.,Yerevan Physics Institute (Armenia),0,Springer Science and Business Media Deutschland GmbH,2024
Codepickle: Portable Python Grid Computing,Tangmunchittham E.,Chulalongkorn University (Thailand),0,ECTI Association,2024
"A preliminary study of primary retroperitoneal sarcoma at a tertiary University Hospital in Bangkok, Thailand: a retrospective observational study",Sriussadaporn S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Sciendo,2024
The Goal Attainment Scale Refines Patient-Centered Expectations in Botulinum Toxin Treatment of Cervical Dystonia,Panyakaew P.,King Chulalongkorn Memorial Hospital (Thailand),0,Korean Movement Disorder Society,2024
Role of tele-physical therapy in quality of life and satisfaction among patients with musculoskeletal disorders,Arwa M.,Chulalongkorn University (Thailand),0,Scientific Scholar LLC,2024
Exploring the Factors Related to Health Literacy among People with Type 2 Diabetes Mellitus in a Tertiary Care Hospital in Thailand,Sukcharoen N.,Chulalongkorn University (Thailand); Phramongkutklao College of Medicine (Thailand),0,Horizon Research Publishing,2024
Sensing of endogenous retroviruses-derived RNA by ZBP1 triggers PANoptosis in DNA damage and contributes to toxic side effects of chemotherapy,Wang F.,Tongji University School of Medicine (China),0,Springer Nature,2024
High-Transparency Linear Actuator Using an Electromagnetic Brake for Damping Modulation in Physical Human–Robot Interaction,Ullah Z.,Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
Efficient Channel Estimation in OFDM Systems Using a Fast Super-Resolution CNN Model,Khichar S.,Chulalongkorn University (Thailand),2,Multidisciplinary Digital Publishing Institute (MDPI),2024
Advanced Analytical Methods for Risk Mitigation in Multimodal Freight Transport,Kaewfak K.,Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
Co-pyrolysis of biomass/polyurethane foam waste: Thermodynamic study using Aspen Plus,Patcharavorachot Y.,King Mongkut's Institute of Technology Ladkrabang (Thailand),1,Elsevier B.V.,2024
Validation of Recombinase Polymerase Amplification with In-House Lateral Flow Assay for mcr-1 Gene Detection of Colistin Resistant Escherichia coli Isolates,Ullah N.,Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
Optimized Accelerated Over-Relaxation Method for Robust Signal Detection: A Metaheuristic Approach,Irshad M.N.,King Mongkut's University of Technology Thonburi (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
First detection and impact of bovine herpesvirus type 4 on dairy cattle reproduction in Thailand,Jongsuwanwattana R.,Chulalongkorn University (Thailand),0,Veterinary World,2024
"Histopathological patterns and immunophenotyping of feline lymphomas and incidence in Metropolitan Bangkok, Thailand",Siripoonsub J.,Chulalongkorn University (Thailand),0,Veterinary World,2024
"Combined Freak Wave, Wind, and Current Effects on the Dynamic Responses of Offshore Triceratops",Ravichandran N.,Saveetha Dental College And Hospitals (India); Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
<sup>18</sup>F-FDG PET/CT Correctly Differentiates Idiopathic Pericarditis from Recurrent Lymphoma in a Patient with Primary Mediastinal Lymphoma,Vachatimanont S.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,Galenos Publishing House,2024
Profiling of Key Hub Genes Using a Two-State Weighted Gene Co-Expression Network of ‘Jao Khao’ Rice under Soil Salinity Stress Based on Time-Series Transcriptome Data,Khunsanit P.,Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
"Synthesis, Cytotoxicity, and Mechanistic Evaluation of Tetrahydrocurcumin-Amino Acid Conjugates as LAT1-Targeting Anticancer Agents in C6 Glioma Cells",Teerawonganan P.,Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
Efficacy of ultrasonographic diaphragmatic parameters in distinguishing diaphragmatic dysfunction in cats,Saisawart P.,Chulalongkorn University (Thailand),0,SAGE Publications Ltd,2024
"Drought-Induced Agricultural and Food Security Challenges in the Baribo Basin, Cambodia",Visessri S.,Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
Municipal Solid Waste Incineration (MSWI) Fly Ash as a Potential Adsorbent for Phosphate Removal,Juntarasakul O.,Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
The Electrical Conductivity of a Bacterial Cellulose and Polyaniline Composite Significantly Improved by Activated Carbon: A Nano-Based Platform for Electrodes,Sirichaibhinyo T.,Thammasat University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2024
Observation of the Λb0→J/ψΞ-K+ decay,Hayrapetyan A.,Yerevan Physics Institute (Armenia),0,Springer Nature,2024
Experiences of Community Violence Among Adolescents in Indonesia,Yudha A.N.,Chulalongkorn University (Thailand),0,SAGE Publications Inc.,2024
Identification of KW-2449 as a dual inhibitor of ferroptosis and necroptosis reveals that autophagy is a targetable pathway for necroptosis inhibitors to prevent ferroptosis,Zhao Y.,Tongji University School of Medicine (China),0,Springer Nature,2024
Aging-induced dysbiosis worsens sepsis severity but is attenuated by probiotics in D-galactose-administered mice with cecal ligation and puncture model,Pinitchun C.,"Chulalongkorn University (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,Public Library of Science,2024
"ENHANCING SECONDARY CITY TOURISM IN THAILAND: EXPLORING REVENUE GENERATION, SUSTAINABLE PRACTICES, AND THE ROLE OF BRAND IDENTITY",Manosuthi N.,Chulalongkorn University (Thailand),0,Assumption University,2024
The effect of corticosteroids in developing active pulmonary tuberculosis among patients with COVID-19,Praphakornmano T.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Public Library of Science,2024
Building non-motorized accessible communities for heterogeneous demand: A facility location and network design problem,Starita S.,"Sasin School of Management, Bangkok (Thailand)",0,Public Library of Science,2024
New Janus interfaces from four-dimensional N=3 gauged supergravity,Karndumri P.,Chulalongkorn University (Thailand),0,Springer Nature,2024
