title,authors,affiliations,citedby,publisher,Year
Effect of Smilax spp. and Phellinus linteus combination on cytotoxicity and cell proliferation of breast cancer cells,Chalertpet K.,Chulalongkorn University (Thailand),2,BioMed Central Ltd,2023
Structural modification of resveratrol analogue exhibits anticancer activity against lung cancer stem cells via suppression of Akt signaling pathway,Thongsom S.,Chulalongkorn University (Thailand),5,BioMed Central Ltd,2023
"Evaluation of the chemical, physical, and biological properties of a newly developed bioceramic cement derived from cockle shells: an in vitro study",Wannakajeepiboon M.,Chulalongkorn University (Thailand),2,BioMed Central Ltd,2023
Dissecting specific Wnt components governing osteogenic differentiation potential by human periodontal ligament stem cells through interleukin-6,Purwaningrum M.,Universitas Gadjah Mada (Indonesia); Chulalongkorn University (Thailand),8,Nature Research,2023
Development of liver inflammatory injury in biliary atresia: from basic to clinical research,Chusilp S.,"The Hospital for Sick Children (Canada); Faculty of Medicine, Khon Kaen University (Thailand)",3,Springer Science and Business Media Deutschland GmbH,2023
Comparative genome features and secondary metabolite biosynthetic potential of Kutzneria chonburiensis and other species of the genus Kutzneria,Chanama M.,Mahidol University (Thailand),1,Nature Research,2023
Applications of Metformin in Dentistry—A review,Hammad Uddin M.K.,Dow University of Health Sciences Pakistan (Pakistan),4,Elsevier B.V.,2023
Effects of ketogenic diet on health outcomes: an umbrella review of meta-analyses of randomized clinical trials,Patikorn C.,Chulalongkorn University (Thailand); University of Utah Health (United States),30,BioMed Central Ltd,2023
Impact of prescription length supply policy on patient medication adherence in Thailand,Jarujumrus I.,Phramongkutklao College of Medicine (Thailand),1,BioMed Central Ltd,2023
Effects of probiotics on pancreatic inflammation and intestinal integrity in mice with acute pancreatitis,Werawatganon D.,"Faculty of Medicine, Chulalongkorn University (Thailand)",9,BioMed Central Ltd,2023
The first-trimester serum high-temperature requirement protease A4 and uterine artery Doppler for the prediction of preeclampsia,Siricharoenthai P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",4,Nature Research,2023
"Author Correction: The 8-bromobaicalein inhibited the replication of dengue, and Zika viruses and targeted the dengue polymerase (Scientific Reports, (2023), 13, 1, (4891), 10.1038/s41598-023-32049-x)",Boonyasuppayakorn S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2023
Bacteriospermia and its antimicrobial resistance in relation to boar sperm quality during short-term storage with or without antibiotics in a tropical environment,Ngo C.B.,Chulalongkorn University (Thailand),12,BioMed Central Ltd,2023
Trends of cannabis use and related harms before and after legalization for recreational purpose in a developing country in Asia,Kalayasiri R.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",14,BioMed Central Ltd,2023
"Author Correction: Intradermal needle-free injection prevents African Swine Fever transmission, while intramuscular needle injection does not (Scientific Reports, (2023), 13, 1, (4600), 10.1038/s41598-023-31199-2)",Salman M.,Chulalongkorn University (Thailand),0,Nature Research,2023
Effects of blue-light LED toothbrush on reducing dental plaque and gingival inflammation in orthodontic patients with fixed appliances: a crossover randomized controlled trial,Manphibool C.,Chulalongkorn University (Thailand),1,BioMed Central Ltd,2023
Quaternization of high molecular weight chitosan for increasing intestinal drug absorption using Caco-2 cells as an in vitro intestinal model,Wongwanakul R.,Chulalongkorn University (Thailand); Thailand National Nanotechnology Center (Thailand),10,Nature Research,2023
Multivariate analysis and model building for classifying patients in the peroxisomal disorders X-linked adrenoleukodystrophy and Zellweger syndrome in Chinese pediatric patients,Zhu Z.,Shanghai Jiao Tong University School of Medicine (China),1,BioMed Central Ltd,2023
Trehalose versus carboxymethylcellulose oral spray for relieving radiation-induced xerostomia in head and neck cancer patients: a randomized controlled trial,Piboonratanakit P.,Chulalongkorn University (Thailand),2,BioMed Central Ltd,2023
Practices and challenges for hemophilia management under resource constraints in Thailand,Moonla C.,"Faculty of Medicine, Chulalongkorn University (Thailand)",6,BioMed Central Ltd,2023
Cortical suspensory button fixation has superior biomechanical properties to knotless anchor suture in anterior cruciate ligament repair: a biomechanical study,Itthipanichpong T.,"Faculty of Medicine, Chulalongkorn University (Thailand)",3,Nature Research,2023
Factors associated with bleeding events from enoxaparin used for patients with acute coronary syndrome,Weerasaksanti A.,King Chulalongkorn Memorial Hospital (Thailand),0,BioMed Central Ltd,2023
Permanent pacemaker implantation in post one-and-a-half ventricle repair with tricuspid valve replacement in Ebstein anomaly: An innovative technique,Chokesuwattanaskul R.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,John Wiley and Sons Inc,2023
Transcriptomic analysis of glutamate-induced HT22 neurotoxicity as a model for screening anti-Alzheimer’s drugs,Prasansuklab A.,Chulalongkorn University (Thailand),10,Nature Research,2023
Facilitating dental disease screening program in prisoners using an intraoral camera in teledentistry,Santipipat C.,Sisaket Provincial Public Health Office (Thailand),3,Springer Nature,2023
mTORC2 interactome and localization determine aggressiveness of high-grade glioma cells through association with gelsolin,Chantaravisoot N.,"Faculty of Medicine, Chulalongkorn University (Thailand)",4,Nature Research,2023
"Comparing mixed oil to soybean oil lipid emulsion in patients on home parenteral nutrition: a pilot prospective double-blind, crossover, randomized trial",Clermont-Dejean N.M.,University of Toronto Faculty of Medicine (Canada),0,BioMed Central Ltd,2023
Identification of a novel gut microbiota signature associated with colorectal cancer in Thai population,Iadsee N.,Chulalongkorn University (Thailand),16,Nature Research,2023
Immunogenicity and protective efficacy of SARS-CoV-2 mRNA vaccine encoding secreted non-stabilized spike in female mice,Prompetchara E.,"Chulalongkorn University (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",5,Nature Research,2023
Tooth agenesis patterns and variants in PAX9: A systematic review,Intarak N.,Chulalongkorn University (Thailand),9,Elsevier Ltd,2023
Feature-based attention warps the perception of visual features,Chapman A.F.,"University of California, San Diego (United States); Boston University (United States)",7,Nature Research,2023
Novel ITGB6 variants cause hypoplastic-hypomineralized amelogenesis imperfecta and taurodontism: characterization of tooth phenotype and review of literature,Sriwattanapong K.,Chulalongkorn University (Thailand),5,Springer Nature,2023
"Acrylonitrile adducts: design, synthesis and biological evaluation as antimicrobial, haemolytic and thrombolytic agent",Das P.,National Institute of Technology Nagaland (India),4,Nature Research,2023
"Effects of extended mixing processes on fresh, hardened and durable properties of cement systems incorporating fly ash",Sereewatthanawut I.,Pathumthani University (Thailand),17,Nature Research,2023
Integrated strength of osmotic potential and phosphorus to achieve grain yield of rice under water deficit by arbuscular mycorrhiza fungi,Yooyongwech S.,Mahidol University (Thailand),0,Nature Research,2023
Alteration of gut microbiota in wild-borne long-tailed macaques after 1-year being housed in hygienic captivity,Sawaswong V.,"Chulalongkorn University (Thailand); National Cancer Institute (NCI) (United States); Faculty of Medicine, Chulalongkorn University (Thailand)",5,Nature Research,2023
Two-generation exposure to a high-fat diet induces the change of salty taste preference in rats,Serirukchutarungsee S.,Graduate School of Medical and Dental Sciences (Japan); Srinakharinwirot University (Thailand),3,Nature Research,2023
"Author Correction: Compressed composite carbon felt as a negative electrode for a zinc–iron flow battery (Scientific Reports, (2022), 12, 1, (21156), 10.1038/s41598-022-25763-5)",Saupsor J.,Chulalongkorn University (Thailand),0,Nature Research,2023
Bacterial microbiome in tropical lichens and the effect of the isolation method on culturable lichen-derived actinobacteria,Weeraphan T.,Chulalongkorn University (Thailand),2,Nature Research,2023
Synchronous Pulmonary Malignancy Detected During PSMA Ligand PET/CT for Initial Staging of Prostate Cancer: a Case Report,Bunnag N.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,Springer Science and Business Media Deutschland GmbH,2023
Molecular detection and genetic characterization of porcine circovirus 4 (PCV4) in Thailand during 2019–2020,Sirisereewan C.,Chulalongkorn University (Thailand),10,Nature Research,2023
Empathy level towards patients among thai dental students: a cross-sectional study,Detsomboonrat P.,Chulalongkorn University (Thailand),6,BioMed Central Ltd,2023
"Comparative genomic analysis of Colistin resistant Escherichia coli isolated from pigs, a human and wastewater on colistin withdrawn pig farm",Khine N.O.,Chulalongkorn University (Thailand),5,Nature Research,2023
New insights into the neuroprotective and beta-secretase1 inhibitor profiles of tirandamycin B isolated from a newly found Streptomyces composti sp. nov.,Duangupama T.,King Mongkut's Institute of Technology Ladkrabang (Thailand),3,Nature Research,2023
"The 8-bromobaicalein inhibited the replication of dengue, and Zika viruses and targeted the dengue polymerase",Boonyasuppayakorn S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",6,Nature Research,2023
A universal model for the Lorenz curve with novel applications for datasets containing zeros and/or exhibiting extreme inequality,Sitthiyot T.,Chulalongkorn Business School (Thailand),2,Nature Research,2023
"Author Correction: Adaptive effect of sericin on hepatic mitochondrial conformation through its regulation of apoptosis, autophagy and energy maintenance: a proteomics approach (Scientific Reports, (2018), 8, 1, (14943), 10.1038/s41598-018-33372-4)",Ampawong S.,"Faculty of Tropical Medicine, Mahidol University (Thailand)",0,Nature Research,2023
"Intradermal needle-free injection prevents African Swine Fever transmission, while intramuscular needle injection does not",Salman M.,Chulalongkorn University (Thailand),4,Nature Research,2023
Elucidating the NB-UVB mechanism by comparing transcriptome alteration on the edge and center of psoriatic plaques,Boonpethkaew S.,Thammasat University (Thailand),4,Nature Research,2023
"Correction: Machine learning-based normal tissue complication probability model for predicting albumin-bilirubin (ALBI) grade increase in hepatocellular carcinoma patients (Radiation Oncology, (2022), 17, 1, (202), 10.1186/s13014-022-02138-8)",Prayongrat A.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2023
Individual participant data meta-analysis to compare EPDS accuracy to detect major depression with and without the self-harm item,Qiu X.,School of Medicine (Canada); West China Second University Hospital (China); Institut Lady Davis de Recherches Médicales (Canada),9,Nature Research,2023
Granulomatous panuveitis in disseminated sporotrichosis: case report and review of the literature,Kongwattananon W.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,Springer Science and Business Media Deutschland GmbH,2023
"Analysis of sequence diversity in Plasmodium falciparum glutamic acid-rich protein (PfGARP), an asexual blood stage vaccine candidate",Rojrung R.,"Faculty of Medicine, Chulalongkorn University (Thailand)",2,Nature Research,2023
Fluorouracil-induced leukoencephalopathy mimicking neuroleptic malignant syndrome: a case report,Hemachudha P.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",2,BioMed Central Ltd,2023
The lack of keratinized mucosa as a risk factor for peri-implantitis: a systematic review and meta-analysis,Mahardawi B.,Chulalongkorn University (Thailand),16,Nature Research,2023
"In vitro and in silico studies of 7′′,8′′-buddlenol D anti-inflammatory lignans from Carallia brachiata as p38 MAP kinase inhibitors",Nalinratana N.,Chulalongkorn University (Thailand),7,Nature Research,2023
An innovative wireless electrochemical card sensor for field-deployable diagnostics of Hepatitis B surface antigen,Teengam P.,Chulalongkorn University (Thailand),6,Nature Research,2023
Telepharmacy during home isolation: drug-related problems and pharmaceutical care in COVID-19 patients receiving antiviral therapy in Thailand,Sungsana W.,Huachiew Chalermprakiet University (Thailand),5,BioMed Central Ltd,2023
Nine patients with KCNQ2-related neonatal seizures and functional studies of two missense variants,Chokvithaya S.,"King Chulalongkorn Memorial Hospital (Thailand); Thailand Ministry of Public Health (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",4,Nature Research,2023
Implementation of helicase-dependent amplification with SYBR Green I for prompt naked-eye detection of bacterial contaminants in platelet products,Yamket W.,Chulalongkorn University (Thailand),5,Nature Research,2023
Delivery of microRNA-302a-3p by APTES modified hydroxyapatite nanoparticles to promote osteogenic differentiation in vitro,Limlawan P.,Chulalongkorn University (Thailand),6,Springer Nature,2023
Cold atmospheric microwave plasma (CAMP) stimulates dermal papilla cell proliferation by inducing β-catenin signaling,Mongkolpobsin K.,College of Veterinary Medicine (South Korea); Chulalongkorn University (Thailand),6,Nature Research,2023
Overall survival and prognostic factors in diabetic patients with invasive fungal rhinosinusitis,Nyunt T.P.K.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,Allergy and Immunology Society of Thailand,2023
Investigation of autism-related transcription factors underlying sex differences in the effects of bisphenol A on transcriptome profiles and synaptogenesis in the offspring hippocampus,Thongkorn S.,Chulalongkorn University (Thailand),12,BioMed Central Ltd,2023
Efficacy and safety of topical 0.1% cannabidiol for managing recurrent aphthous ulcers: a randomized controlled trial,Umpreecha C.,Chulalongkorn University (Thailand); Thailand Ministry of Public Health (Thailand),5,BioMed Central Ltd,2023
Antibiotic-loaded hydroxyapatite scaffolds fabricated from Nile tilapia bones for orthopaedics,Khamkongkaeo A.,Chulalongkorn University (Thailand),6,Elsevier B.V.,2023
Ideal cardiovascular health and all-cause or cardiovascular mortality in a longitudinal study of the Thai National Health Examination Survey IV and V,Aekplakorn W.,"Faculty of Medicine Ramathibodi Hospital, Mahidol University (Thailand)",3,Nature Research,2023
Economic burden of becoming a dentist in Thailand,Tussanapirom T.,"Mahidol University, Faculty of Dentistry (Thailand)",1,Springer Nature,2023
In vitro and in vivo antiplasmodial activities of leaf extracts from Sonchus arvensis L.,Wahyuni D.K.,Universitas Airlangga (Indonesia); Chulalongkorn University (Thailand),9,BioMed Central Ltd,2023
Education and Geriatric Depression in Vietnam: Investigating Gender Differences Using Path Analysis,Dang T.N.H.,Mahidol University (Thailand),3,Springer,2023
Sizing down and functionalizing polylactide (PLA) resin for synthesis of PLA-based polyurethanes for use in biomedical applications,Nim B.,"Sirindhorn International Institute of Technology, Thammasat University (Thailand)",13,Nature Research,2023
High-intensity interval training in children and adolescents with special educational needs: a systematic review and narrative synthesis,Poon E.T.C.,The Education University of Hong Kong (China),4,BioMed Central Ltd,2023
Effects of Platelet-Rich Plasma in Tear Size Reduction in Partial-Thickness Tear of the Supraspinatus Tendon Compared to Corticosteroids Injection,Tanpowpong T.,"Faculty of Medicine, Chulalongkorn University (Thailand)",6,Springer Science and Business Media Deutschland GmbH,2023
Water-soluble organic former selection for methane hydrates by supervised machine learning,Pornaroontham P.,Chulalongkorn University (Thailand),6,Elsevier Ltd,2023
Simultaneous detection of omicron and other SARS-CoV-2 variants by multiplex PCR MassARRAY technology,Wacharapluesadee S.,King Chulalongkorn Memorial Hospital (Thailand),8,Nature Research,2023
Dynamics of fatty acid and non-volatile polar metabolite profiles in colostrum and milk depending on the lactation stage and parity number of sows,Settachaimongkon S.,Chulalongkorn University (Thailand),6,Nature Research,2023
Molecular characterization and antimicrobial susceptibility profiles of Thai Mycoplasma synoviae isolates,Limpavithayakul K.,Chulalongkorn University (Thailand),3,Nature Research,2023
"Detection of Babesia bovis using loop-mediated isothermal amplification (LAMP) with improved thermostability, sensitivity and alternative visualization methods",Arnuphapprasert A.,Chulalongkorn University (Thailand),3,Nature Research,2023
Toxic Ag<sup>+</sup> detection based on Au@Ag core shell nanostructure formation using Tannic acid assisted synthesis of Pullulan stabilized gold nanoparticles,Jayeoye T.J.,Chulalongkorn University (Thailand),17,Nature Research,2023
BORC complex specific components and Kinesin-1 mediate autophagy evasion by the autophagy-resistant Mycobacterium tuberculosis Beijing strain,Tunganuntarat J.,"Faculty of Science, Mahidol University (Thailand)",3,Nature Research,2023
"Does socioeconomic factors and healthcare coverage affect postpartum sterilization uptake in an urban, tertiary hospital?",Uaamnuichai S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",3,BioMed Central Ltd,2023
Identifying molecular targets of Aspiletrein-derived steroidal saponins in lung cancer using network pharmacology and molecular docking-based assessments,Iksen I.,Sekolah Tinggi Ilmu Kesehatan Senior Medan (Indonesia); Chulalongkorn University (Thailand),12,Nature Research,2023
Utilisation of exome sequencing for muscular disorders in Thai paediatric patients: diagnostic yield and mutational spectrum,Summa S.,Siriraj Hospital (Thailand); Samutprakan Hospital (Thailand),0,Nature Research,2023
Combined four neurovascular compression syndromes: the first case report and literature review,Anukoolwittaya P.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,Springer Science and Business Media Deutschland GmbH,2023
The efficacy of gait rehabilitations for the treatment of incomplete spinal cord injury: a systematic review and network meta-analysis,Patathong T.,"Faculty of Medicine Ramathibodi Hospital, Mahidol University (Thailand)",7,BioMed Central Ltd,2023
Patterns of nonsyndromic tooth agenesis and sexual dimorphism,Kanchanasevee C.,Chulalongkorn University (Thailand),4,BioMed Central Ltd,2023
Oral status is associated with chewing difficulty in Thai older adults: data from a National Oral Health Survey,Kaewkamnerdpong I.,Chulalongkorn University (Thailand),5,BioMed Central Ltd,2023
A multidisciplinary approach to verify and de-label of drug allergic histories in a university hospital in Thailand: a retrospective descriptive study,Palapinyo S.,Chulalongkorn University (Thailand),1,BioMed Central Ltd,2023
Elastic solution of surface loaded layer with couple and surface stress effects,Lawongkerd J.,Thammasat University (Thailand),3,Nature Research,2023
White spot syndrome virus impact on the expression of immune genes and gut microbiome of black tiger shrimp Penaeus monodon,Jatuyosporn T.,Chulalongkorn University (Thailand),8,Nature Research,2023
Pathogenic variant detection rate by whole exome sequencing in Thai patients with biopsy-proven focal segmental glomerulosclerosis,Isaranuwatchai S.,"Chulabhorn Royal Academy (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",4,Nature Research,2023
"Multiplex recombinase polymerase amplification for high-risk and low-risk type HPV detection, as potential local use in single tube",Wongsamart R.,Chulalongkorn University (Thailand),5,Nature Research,2023
Inhibition of histone deacetylase 6 destabilizes ERK phosphorylation and suppresses cancer proliferation via modulation of the tubulin acetylation-GRP78 interaction,Wattanathamsan O.,Chulalongkorn University (Thailand),14,BioMed Central Ltd,2023
"Primary isolated right ventricular failure after heart transplantation: prevalence, right ventricular characteristics, and outcomes",Kaveevorayan P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",6,Nature Research,2023
3D reconstruction of proximal femoral fracture from biplanar radiographs with fractural representative learning,Buttongkum D.,Chulalongkorn University (Thailand),2,Nature Research,2023
Alleviation of soil acidification and modification of soil bacterial community by biochar derived from water hyacinth Eichhornia crassipes,Jutakanoke R.,Naresuan University (Thailand),11,Nature Research,2023
Heterogeneity-adjusted management of pension funds using adaptive representative agents,Danswasvong T.,Chulalongkorn Business School (Thailand),1,Springer Science and Business Media Deutschland GmbH,2023
“Assessing exposure of printing factory workers in thailand to selected heavy metals using urine and hair as non-invasive matrices”,Sirinara P.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",2,BioMed Central Ltd,2023
Insight into pathway of monosaccharide production from integrated enzymatic hydrolysis of rice straw waste as feed stock for anaerobic digestion,Khantibongse P.,Chulalongkorn University (Thailand),8,Nature Research,2023
Myzomyia and Pyretophorus series of Anopheles mosquitoes acting as probable vectors of the goat malaria parasite Plasmodium caprae in Thailand,Nguyen A.H.L.,Chulalongkorn University (Thailand),6,Nature Research,2023
Resilience level and its association with maladaptive coping behaviours in the COVID-19 pandemic: a global survey of the general populations,Wong M.C.S.,"Chinese University of Hong Kong, Faculty of Medicine (Hong Kong); Chinese University of Hong Kong (Hong Kong)",9,BioMed Central Ltd,2023
The relationship between supply chain management activities and firm performance with the mediating and moderating effect,Waiyawuththanapoom P.,Suan Sunandha Rajabhat University (Thailand),3,Growing Science,2023
"“Why Do They Leave or Why Do They Stay?” The Effect of Precarious Employment, Division of Work, Inter-Role Conflict and Deviant Behavior on Affective Job Disruption",Daovisan H.,Chulalongkorn University (Thailand),1,Springer,2023
Continuation of common bile duct clearance with gallbladder stenting after duodenal perforation with subsequent treatment for tension pneumoperitoneum and pneumothorax,Faknak N.,"King Chulalongkorn Memorial Hospital (Thailand); Sawanpracharak Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,Georg Thieme Verlag,2023
Differences in acid and catalytic properties of W incorporated spherical SiO<inf>2</inf> and 1%Al-doped SiO<inf>2</inf> in propene metathesis,Hongrutai N.,Chulalongkorn University (Thailand),2,Elsevier B.V.,2023
Empirical Evaluation of High-speed Cost-effective Ro-FSO System by Incorporating OCDMA-PDM Scheme under the Presence of Fog,Chaudhary S.,Chinese Academy of Sciences (China),29,Walter de Gruyter GmbH,2023
"Machine hermeneutics, postphenomenology, and facial recognition technology",Hongladarom S.,Chulalongkorn University (Thailand),4,Springer Science and Business Media Deutschland GmbH,2023
"Kinetics of Catalytic Oxidation of Hydroxymethylfurfural to 2,5-Furandicarboxylic Acid over LaMn<inf>1-x</inf>Ni<inf>x</inf>O<inf>3-d</inf> Perovskite Oxide",Wattanachai P.,Burapha University (Thailand),0,Italian Association of Chemical Engineering - AIDIC,2023
A Multi-Channel Noise Estimator Based on Improved Minima Controlled Recursive Averaging for Speech Enhancement,Tangsangiumvisai N.,Chulalongkorn University (Thailand),0,"Chulalongkorn University, Faculty of Fine and Applied Arts",2023
Impacts of shelter management on canine rabies immune status,Techakriengkrai N.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2023
Investigation of field output factors using IAEA-AAPM TRS-483 code of practice recommendations and Monte Carlo simulation for 6 MV photon beams,Yabsantia S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,Cambridge University Press,2023
An updated account of Adiantum (Pteridaceae: subfamily Vittarioideae) in Thailand,Petchsri S.,"Kasetsart University, Kamphaeng Saen Campus (Thailand)",0,CSIRO,2023
Multi-Objective Job Rotation in Rice Seed Harvesting With Equitable Injury Risk and Cost Allocation,Thippo W.,King Mongkut's University of Technology Thonburi (Thailand),1,IGI Global,2023
Single-Drop Blood Detection of Common G6PD Mutations in Thailand Based on Allele-Specific Recombinase Polymerase Amplification with CRISPR-Cas12a,Mungkalasut P.,"Chulalongkorn University (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,American Chemical Society,2023
Acrylonitrile Butadiene Styrene/Thermoplastic Polyurethane Blends for Material Extrusion Three-Dimensional Printing: Effects of Blend Composition on Printability and Properties,Thavornyutikarn B.,Thailand National Metal and Materials Technology Center (Thailand),5,American Chemical Society,2023
Techno-Economic-Environmental Analysis of Sustainable Anionic Biosurfactant Production from Palm Fatty Acid Distillate,Charoentanaworakun C.,Chulalongkorn University (Thailand),1,American Chemical Society,2023
Photocatalytic Gold Recovery from Industrial Gold Plating Effluent by ZnO Nanoparticles: Optimum Condition and Possible Applications,Thoumrungroj A.,Mahidol University (Thailand),1,American Chemical Society,2023
EVALUATION OF THE CONCENTRATIONS OF CURCUMA LONGA (TURMERIC) ESSENTIAL OIL TO CAUSE FUNGISTASIS AND INHIBIT MELANOGENESIS IN THE FUNGUS NEOSCYTALIDIUM DIMIDIATUM,Krongboon K.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,SEAMEO TROPMED Network,2023
Machine Learning-Based Price Forecasting for Polypropylene Granules in Thailand,Kantanantha N.,Chulalongkorn University (Thailand),1,Association for Computing Machinery,2023
Using environmental DNA to better inform decision making around decommissioning alternatives for offshore oil and gas infrastructure,Alexander J.B.,Curtin University (Australia),2,Elsevier B.V.,2023
Glycosylation of n-pentenyl glycosides using bromodiethylsulfonium salt as an activator: interception of the glycosyl intermediate by chloride ion transfer,Buntasana S.,Chulalongkorn University (Thailand),0,Royal Society of Chemistry,2023
Effectiveness of Multidisciplinary Post-Acute Kidney Injury Clinic on Awareness and Knowledge in Acute Kidney Injury Survivors,Thanapongsatorn P.,"Faculty of Medicine, Thammasat University (Thailand); Central Chest Institute of Thailand (Thailand)",1,S. Karger AG,2023
Design for manufacture and assembly (DfMA) in architectural design meetings: from a case study to knowledge-to-action framework,Laovisutthichai V.,Chulalongkorn University (Thailand); The University of Hong Kong (Hong Kong),6,Emerald Publishing,2023
Fayet-Iliopoulos terms in supergravity and D -term inflation by supersymmetry breaking,Antoniadis I.,Institute for Advanced Study (United States); Sorbonne Université (France),0,World Scientific,2023
Lipid-Based Nanoparticles as Targeted Delivery System in Korat Chicken,Wangngae S.,Suranaree University of Technology (Thailand),0,American Chemical Society,2023
The effects of bivalent human papillomavirus (HPV) vaccination on high-risk anogenital HPV infection among sexually active female adolescents with and without perinatally acquired HIV,Ounchanum P.,Chiangrai Prachanukroh Hospital (Thailand),2,CSIRO,2023
Development of buffalo embryo derived from ICSI: effects of various somatic-cell co-culture,Jintana R.,Chulalongkorn University (Thailand),0,CSIRO,2023
Female ownership and female directors’ moderating role as corporate governance monitoring mechanisms in increasing the value of Thai family-owned firms,Buachoom W.W.,King Mongkut's Institute of Technology Ladkrabang (Thailand),1,Emerald Publishing,2023
Development of cashew apple bagasse based bio-composites for high-performance applications with the concept of zero waste production,Lawan I.,Chulalongkorn University (Thailand),2,Elsevier Ltd,2023
Thermo-mechanical analysis of bhimal fiber (Grewia optiva)-CaCO<inf>3</inf>/flyash/TiO<inf>2</inf> reinforced epoxy bio-composites,Gupta D.,Govind Ballabh Pant University of Agriculture and Technology (India),0,Elsevier B.V.,2023
Photo-assisted charging supercapacitors of BiOBr via exposed [1 1 0] facets using pH-dependent control by precipitation method,Khampuanbut A.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2023
Asia Pacific Stroke Conference 2023: Advancing Stroke Care in Times of Change,Venketasubramanian N.,"Raffles Hospital, Singapore (Singapore)",0,S. Karger AG,2023
The interplay between digital social capital and family-owned SME performance: a study of social media business networks,Tiwasing P.,Scotland’s Rural College (SRUC) (United Kingdom),7,Emerald Publishing,2023
Alkanolamine-Grafted and Copper-Doped Titanium Dioxide Nanosheets-Graphene Composite Heterostructure for CO<inf>2</inf> Photoreduction,Karawek A.,Mahidol University (Thailand),3,American Chemical Society,2023
From Linear to Nets: Multiconfiguration Polymer Structure Generation with PolyFlin,Umar A.K.,Universitas Padjadjaran (Indonesia); Chulalongkorn University (Thailand); ETFLIN (Indonesia),0,American Chemical Society,2023
"Existential indefinite constructions, in the world and in Mainland Southeast Asia",Van Der Auwera J.,Universiteit Antwerpen (Belgium),1,Cambridge University Press,2023
Micronanobubble Aeration Enhances Plant Yield and Nitrification in Aquaponic Systems,Marcelino K.R.,UH College of Engineering (United States); University of Hawaiʻi at Mānoa (United States),2,American Chemical Society,2023
Search for the Higgs boson decay to a pair of electrons in proton-proton collisions at s=13TeV,Tumasyan A.,Yerevan Physics Institute (Armenia),3,Elsevier B.V.,2023
Search for pair-produced vector-like leptons in final states with third-generation leptons and at least three b quark jets in proton-proton collisions at s=13TeV,Tumasyan A.,Yerevan Physics Institute (Armenia),2,Elsevier B.V.,2023
Measurement of the tt¯ charge asymmetry in events with highly Lorentz-boosted top quarks in pp collisions at s=13 TeV,Tumasyan A.,Yerevan Physics Institute (Armenia),3,Elsevier B.V.,2023
Mitigating water-related challenges in aqueous zinc-ion batteries through ether-water hybrid electrolytes,Motlagh S.R.,Chulalongkorn University (Thailand),13,Elsevier Ltd,2023
High verticality vapor-liquid-solid growth of GaAs<inf>0.99</inf>Bi<inf>0.01</inf> nanowires using Ga-Bi assisted catalytic droplets,Himwas C.,Chulalongkorn University (Thailand),0,Royal Society of Chemistry,2023
Challenges in Particle Physics and Cosmology,Antoniadis I.,Sorbonne Université (France),0,Sissa Medialab Srl,2023
TRIZ inventive principle in healthcare quality and innovation development,Tonjang S.,Bangkok Dusit Medical Services Public Company Limited (Thailand),2,Emerald Publishing,2023
Purposefully Designed Surfactants for Facile and Controllable Gold Colloidal Nanocrystal Synthesis,Bhawawet N.,Chulalongkorn University (Thailand),0,American Chemical Society,2023
Polyurethane for Medical and Dental Applications: An Update,Selvido D.I.,Walailak University (Thailand),0,American Chemical Society,2023
Synergistic effects of gold nanoparticles enhanced the sensitivity of enzyme-linked immunosorbent assay for latex allergens,Noppradit B.,Prince of Songkla University (Thailand),0,Elsevier B.V.,2023
Modeling local interfacial area concentration for adiabatic and boiling bubbly flows,Hibiki T.,City University of Hong Kong (Hong Kong),3,Elsevier Ltd,2023
